version,hemi,subject_id,pair,measure,value
v2.0.0,L,HC081,ses-01_ses-02,identifiability,0.019987917903701774
v2.0.0,L,HC082,ses-01_ses-02,identifiability,0.036395460450562765
v2.0.0,L,HC083,ses-01_ses-02,identifiability,0.02459623044408036
v2.0.0,L,HC085,ses-01_ses-02,identifiability,0.031050670807661926
v2.0.0,L,HC087,ses-01_ses-02,identifiability,0.020813803797238118
v2.0.0,L,HC088,ses-01_ses-02,identifiability,0.04111224647408941
v2.0.0,L,HC091,ses-01_ses-02,identifiability,0.025411966165079056
v2.0.0,L,HC092,ses-01_ses-02,identifiability,0.028772381831349395
v2.0.0,L,HC093,ses-01_ses-02,identifiability,0.021051949219911666
v2.0.0,L,HC108,ses-01_ses-02,identifiability,0.014493670395620977
v2.0.0,L,HC117,ses-01_ses-02,identifiability,0.01679140723771994
v2.0.0,L,HC118,ses-01_ses-02,identifiability,0.01303831757234631
v2.0.0,L,HC120,ses-01_ses-02,identifiability,0.021762079100466403
v2.0.0,L,HC126,ses-01_ses-02,identifiability,0.013962574274519614
v2.0.0,L,HC130,ses-01_ses-02,identifiability,0.043883941094018705
v2.0.0,L,HC131,ses-01_ses-02,identifiability,0.027528439637878564
v2.0.0,L,HC135,ses-01_ses-02,identifiability,0.0331831531074034
v2.0.0,L,HC136,ses-01_ses-02,identifiability,0.01645349256872116
v2.0.0,R,HC001,ses-01_ses-02,identifiability,0.016181179370371997
v2.0.0,R,HC005,ses-01_ses-02,identifiability,0.01783339855778177
v2.0.0,R,HC009,ses-01_ses-02,identifiability,0.014718119609167713
v2.0.0,R,HC010,ses-01_ses-02,identifiability,0.015922220568659537
v2.0.0,R,HC012,ses-01_ses-02,identifiability,0.028476872242166915
v2.0.0,R,HC016,ses-01_ses-02,identifiability,0.01392888229468542
v2.0.0,R,HC017,ses-01_ses-02,identifiability,0.014038208922365755
v2.0.0,R,HC025,ses-01_ses-02,identifiability,0.017065202359309677
v2.0.0,R,HC027,ses-01_ses-02,identifiability,0.02510504562231835
v2.0.0,R,HC029,ses-01_ses-02,identifiability,0.012580252423977142
v2.0.0,R,HC032,ses-01_ses-02,identifiability,0.01534257489487389
v2.0.0,R,HC036,ses-01_ses-02,identifiability,0.03245850206493504
v2.0.0,R,HC040,ses-01_ses-02,identifiability,0.020935879115319952
v2.0.0,R,HC044,ses-01_ses-02,identifiability,0.021912350105267115
v2.0.0,R,HC046,ses-01_ses-02,identifiability,0.026700768677848853
